server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
object/tangible/furniture/modern/chair_modern_style_01.iff	5	15.1727	-0.812694	21.928	0.203958	0	0.97898	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	5	22.3276	-0.812694	19.8401	0.99677	0	0.080312	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	5	13.9756	-0.894992	18.0329	0.348338	0	0.937369	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	5	14.1679	-0.894992	16.142	0.986418	0	0.164252	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	5	13.5815	-0.894992	16.9489	0.731688	0	0.68164	0		occupied.limit|0|1|$|
object/tangible/furniture/modern/table_modern_style_01.iff	5	15.7269	-0.889987	20.8006	-0.064955	0	0.997888	0		$|
object/tangible/furniture/modern/table_modern_style_01.iff	5	14.6891	-0.894992	17.2559	0.380557	0	0.924758	0		$|
object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
object/cell/cell.iff	7	0	0	0	1	0	0	0		$|
object/cell/cell.iff	8	0	0	0	1	0	0	0		$|
object/cell/cell.iff	9	0	0	0	1	0	0	0		$|
object/cell/cell.iff	10	0	0	0	1	0	0	0		$|
object/cell/cell.iff	11	0	0	0	1	0	0	0		$|
object/cell/cell.iff	12	0	0	0	1	0	0	0		$|
object/cell/cell.iff	13	0	0	0	1	0	0	0		$|
object/cell/cell.iff	14	0	0	0	1	0	0	0	theme_park.stp.stp_cantina_access	$|
object/mobile/tt8l.iff	14	-34.8194	0.10501	-25.3286	0.998488	0	0.0549616	0	systems.combat.credit_for_kills	$|
object/mobile/toydarian_m.iff	14	-33.7628	0.10501	-24.3048	0.0343436	0	0.99941	0	systems.combat.credit_for_kills:player.species_innate	invulnerable|4|1|$|
object/mobile/tabage.iff	14	-34.125	0.10501	-24.2499	0.23907	0	0.971003	0	systems.combat.credit_for_kills	$|
object/cell/cell.iff	15	0	0	0	1	0	0	0		$|
object/building/taanab/cloning_taanab.iff	0	13124	74.9963	3834	0.382683	0	0.92388	0	planet_map.map_loc:structure.municipal.cloning_facility	portalProperty.crc|0|-1072518653|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
object/building/taanab/hospital_taanab_s02.iff	0	13304	74.8701	3648	1	0	0	0	planet_map.map_loc:npc.skillteacher.hospital_02_trainer_spawner:structure.municipal.hospital	healing.canhealwound|0|1|portalProperty.crc|0|1119574905|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
object/tangible/door/echo_base_door_large.iff	2	14.4129	-1.1446	-10.8878	0.978508	0	-0.206209	0		$|
object/tangible/door/echo_base_door_large.iff	2	-14.3423	-1.57342	-10.942	0.97859	0	0.205819	0		$|
object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
object/building/general/bunker_legacy_swoop_gang.iff	0	13125.2	74.9997	3537.56	0.712084	0	0.702092	0		portalProperty.crc|0|-2110228375|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
object/cell/cell.iff	7	0	0	0	1	0	0	0		$|
object/cell/cell.iff	8	0	0	0	1	0	0	0		$|
object/cell/cell.iff	9	0	0	0	1	0	0	0		$|
object/cell/cell.iff	10	0	0	0	1	0	0	0		$|
object/cell/cell.iff	11	0	0	0	1	0	0	0		$|
object/cell/cell.iff	12	0	0	0	1	0	0	0		$|
object/cell/cell.iff	13	0	0	0	1	0	0	0		$|
object/cell/cell.iff	14	0	0	0	1	0	0	0		$|
object/cell/cell.iff	15	0	0	0	1	0	0	0		$|
object/cell/cell.iff	16	0	0	0	1	0	0	0		$|
object/cell/cell.iff	17	0	0	0	1	0	0	0		$|
object/cell/cell.iff	18	0	0	0	1	0	0	0		$|
object/cell/cell.iff	19	0	0	0	1	0	0	0		$|
object/cell/cell.iff	20	0	0	0	1	0	0	0		$|
object/cell/cell.iff	21	0	0	0	1	0	0	0		$|
object/cell/cell.iff	22	0	0	0	1	0	0	0		$|
object/cell/cell.iff	23	0	0	0	1	0	0	0		$|
object/cell/cell.iff	24	0	0	0	1	0	0	0		$|
object/cell/cell.iff	25	0	0	0	1	0	0	0		$|
object/cell/cell.iff	26	0	0	0	1	0	0	0		$|
object/cell/cell.iff	27	0	0	0	1	0	0	0		$|
object/cell/cell.iff	28	0	0	0	1	0	0	0		$|
object/cell/cell.iff	29	0	0	0	1	0	0	0		$|
object/cell/cell.iff	30	0	0	0	1	0	0	0		$|
object/cell/cell.iff	31	0	0	0	1	0	0	0		$|
object/cell/cell.iff	32	0	0	0	1	0	0	0		$|
object/cell/cell.iff	33	0	0	0	1	0	0	0		$|
object/cell/cell.iff	34	0	0	0	1	0	0	0		$|
object/building/taanab/ply_corl_house_s_s02_fp1.iff	0	13210.9	74.4211	3695.44	0.382683	0	0.92388	0	theme_park.stp.stp_filler	portalProperty.crc|0|1233848266|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/tangible/furniture/modern/searchable_desk_02.iff	1	-3.08414	0.625	2.79694	0.382683	0	0.92388	0	city.bestine.search_item	$|
object/static/item/item_chair_metal_wheeled_01.iff	1	-2.12039	0.625	1.76427	0.92388	0	-0.382683	0		$|
object/static/item/item_medic_bacta_tank.iff	1	-5.32047	0.625	1.0856	0.939373	0	0.342898	0		$|
object/static/item/item_medic_bacta_tank.iff	1	-5.80195	0.625	1.54906	0.92388	0	0.382683	0		$|
object/static/item/item_medic_bacta_tank_advanced.iff	1	-6.23704	0.625	2.15154	0.382683	0	0.92388	0		$|
object/static/item/item_gas_spout.iff	1	-6.16821	1.86936	2.42566	1	0	0	0		$|
object/static/item/item_chemical_container_lg.iff	1	-6.27755	0.625	3.37039	0.997189	0	0.0749297	0		$|
object/static/item/item_chemical_container_lg.iff	1	-6.29161	0.625	4.3981	0.992198	0	-0.124675	0		$|
object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
object/static/item/item_container_installation.iff	2	3.48116	0.625	6.25483	-0.707107	0	0.707107	0		$|
object/static/item/item_container_installation.iff	2	3.52673	2.67148	6.17322	0.707109	0	-0.707105	0		$|
object/static/item/item_container_installation.iff	2	3.51557	1.97844	6.18014	0.707119	0	-0.707094	0		$|
object/static/item/item_container_installation.iff	2	3.4979	1.28659	6.20614	0.707119	0	-0.707094	0		$|
object/static/item/item_container_inorganic_chemicals.iff	2	4.89629	0.625	4.93232	0.261909	0	0.965092	0		$|
object/static/item/item_container_inorganic_chemicals.iff	2	6.02336	0.625	4.97747	0.927808	0	0.373058	0		$|
object/static/item/item_container_inorganic_minerals.iff	2	5.59963	0.625	1.84689	0.92388	0	0.382683	0		$|
object/static/item/item_container_energy_solid.iff	2	5.96845	1.50556	2.13945	1	0	0	0		$|
object/static/item/item_container_organic_hide.iff	2	6.52857	0.625	4.23703	1	0	0	0		$|
object/static/item/item_container_organic_structure.iff	2	5207.84	74.8327	-4316.02	1	0	0	0		$|
object/static/item/item_container_organic_structure.iff	2	5.3625	0.625	5.81363	0.867819	0	0.49688	0		$|
object/static/item/item_container_energy_liquid.iff	2	6.55363	0.625	3.57847	1	0	0	0		$|
object/static/item/item_container_energy_liquid.iff	2	6.55026	0.625	3.20019	0.853309	0	-0.521405	0		$|
object/static/item/item_container_energy_liquid.iff	2	6.20864	0.625	3.41321	0.808262	0	0.588823	0		$|
object/static/item/item_container_energy_liquid.iff	2	6.7916	0.625	3.39196	0.808262	0	0.588823	0		$|
object/static/item/item_container_energy_liquid.iff	2	6.26168	0.625	3.10804	0.808262	0	0.588823	0		$|
object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
object/static/structure/general/old_safe.iff	3	-0.880748	0.624994	0.200794	1	0	0	0		$|
object/static/structure/general/data_terminal_wall_s1.iff	3	-0.0177513	0.624993	-0.096261	0	0	1	0		$|
object/static/structure/general/old_safe.iff	3	-0.0642365	0.624993	0.20203	1	0	0	0		$|
object/static/structure/general/old_safe.iff	3	0.738358	0.624992	0.177103	1	0	0	0		$|
object/static/item/item_chair_metal_wheeled_01.iff	3	-3.82329	0.624997	-3.69606	0.707118	0	0.707095	0		$|
object/static/item/item_tapestry_tatooine.iff	3	-4.96664	1.08695	-5.49205	1	0	0	0		$|
object/static/item/item_chair_metal_s1.iff	3	-2.18796	0.624996	-2.7637	-0.382683	0	0.92388	0		$|
object/static/item/item_chair_metal_s1.iff	3	-2.20836	0.624997	-4.61701	0.92388	0	-0.382683	0		$|
object/static/worldbuilding/furniture/professor_desk.iff	3	3.41262	2.24755	-7.18	0	0	0.707107	0.707107		$|
object/static/creature/droids_le_repair.iff	3	3.9462	0.624992	-5.29315	0	0	1	0		$|
object/static/item/item_cage_bamboo.iff	3	1.99137	0.624994	-6.64629	0.707118	0	-0.707095	0		$|
object/static/creature/corellia_durni.iff	3	1.98924	0.703712	-6.81929	1	0	0	0		$|
object/static/creature/corellia_durni.iff	3	1.22189	0.703714	-6.76074	1	0	0	0		$|
object/static/item/item_cage_bamboo.iff	3	1.2239	0.624994	-6.58808	0.707119	0	-0.707094	0		$|
object/static/creature/corellia_durni.iff	3	1.60949	1.36946	-6.79717	1	0	0	0		$|
object/static/item/item_cage_bamboo.iff	3	1.61164	1.29074	-6.62416	0.707119	0	-0.707094	0		$|
object/static/creature/droids_r2_waiter.iff	3	-5.38437	0.624999	-5.90515	0.92388	0	0.382683	0		$|
object/tangible/furniture/modern/searchable_desk_02.iff	3	-2.76854	0.624998	-3.6331	-0.707107	0	0.707107	0	city.bestine.search_item	$|
object/static/item/item_camera.iff	3	-2.73274	1.11287	-2.66251	0.707105	0	0.707108	0		$|
object/static/item/item_camera.iff	3	-2.74508	1.10213	-4.59551	0.707105	0	0.707107	0		$|
object/static/item/item_shisha.iff	3	-2.91361	1.35581	-4.4917	1	0	0	0		$|
object/building/taanab/association_hall_civilian_taanab.iff	0	13089.2	75	3686.14	0.717912	0	0.696134	0	systems.elevator.association_hall_elevators	alreadySpawned|0|1|portalProperty.crc|0|-1064564048|terminal1|6|93000147|terminal2|6|93000150|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
object/cell/cell.iff	7	0	0	0	1	0	0	0		$|
object/cell/cell.iff	8	0	0	0	1	0	0	0		$|
object/cell/cell.iff	9	0	0	0	1	0	0	0	systems.elevator.button_check	$|
object/cell/cell.iff	10	0	0	0	1	0	0	0		$|
object/cell/cell.iff	11	0	0	0	1	0	0	0		$|
object/cell/cell.iff	12	0	0	0	1	0	0	0		$|
object/cell/cell.iff	13	0	0	0	1	0	0	0		$|
object/cell/cell.iff	14	0	0	0	1	0	0	0		$|
object/cell/cell.iff	15	0	0	0	1	0	0	0		$|
object/cell/cell.iff	16	0	0	0	1	0	0	0		$|
object/cell/cell.iff	17	0	0	0	1	0	0	0		$|
object/building/taanab/merchant_tent_taanab_s01.iff	0	13021.2	74.9998	3614.12	0.346843	0	0.937923	0		portalProperty.crc|0|-1028664474|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/building/military/outpost_shed_s05.iff	0	13108	75.2369	3795	0.368782	0	0.929516	0		portalProperty.crc|0|1376564094|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
object/building/military/pirate_outpost.iff	0	13162	75	3851	0.388684	0	0.921371	0		portalProperty.crc|0|1376564094|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
object/building/taanab/merchant_tent_taanab_s01.iff	0	13028.9	74.9999	3615.12	-0.0607592	0	0.998152	0		portalProperty.crc|0|-1028664474|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/building/taanab/merchant_tent_taanab_s01.iff	0	13036.4	75	3610.64	-0.390151	0	0.92075	0		portalProperty.crc|0|-1028664474|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/building/taanab/merchant_tent_taanab_s01.iff	0	13041.9	75	3615.98	0.212569	0	0.977145	0		portalProperty.crc|0|-1028664474|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/building/taanab/merchant_tent_taanab_s01.iff	0	13050	75	3615.83	-0.248175	0	0.968714	0		portalProperty.crc|0|-1028664474|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/building/taanab/merchant_tent_taanab_s01.iff	0	13018.6	74.9998	3599.46	0.99875	0	-0.049979	0		portalProperty.crc|0|-1028664474|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/building/taanab/merchant_tent_taanab_s01.iff	0	13034.6	74.9999	3599.08	0.885417	0	-0.464798	0		portalProperty.crc|0|-1028664474|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/building/taanab/merchant_tent_taanab_s01.iff	0	13025.8	74.9998	3596.28	0.999388	0	-0.0349925	0		portalProperty.crc|0|-1028664474|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/building/taanab/merchant_tent_taanab_s01.iff	0	13042.7	74.9999	3598.88	0.955337	0	-0.295519	0		portalProperty.crc|0|-1028664474|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/building/taanab/merchant_tent_taanab_s01.iff	0	13054.5	75	3609.77	-0.621609	0	0.783327	0		portalProperty.crc|0|-1028664474|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/building/taanab/merchant_tent_taanab_s01.iff	0	13011.4	74.9994	3603.29	0.84906	0	0.528297	0		portalProperty.crc|0|-1028664474|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/building/taanab/merchant_tent_taanab_s01.iff	0	13013	74.9998	3614.44	0.163466	0	0.986548	0		portalProperty.crc|0|-1028664474|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/building/taanab/merchant_tent_taanab_s01.iff	0	13050.5	75	3598.18	0.971338	0	-0.237702	0		portalProperty.crc|0|-1028664474|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/building/taanab/guild_combat_taanab_style_01.iff	0	13385.3	72.6407	3533.41	0.999987	0	-0.00499986	0	planet_map.map_loc:npc.skillteacher.combat_trainer_spawner	portalProperty.crc|0|1754081663|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
object/cell/cell.iff	7	0	0	0	1	0	0	0		$|
object/cell/cell.iff	8	0	0	0	1	0	0	0		$|
object/cell/cell.iff	9	0	0	0	1	0	0	0		$|
object/building/taanab/ply_corl_house_s_s01_fp2.iff	0	11803	34.7581	4512.43	0.965093	0	-0.261909	0		portalProperty.crc|0|-1387612462|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
object/building/taanab/guild_theater_taanab_s01.iff	0	13020.2	74.7667	3746.44	0.707118	0	-0.707095	0	planet_map.map_loc:npc.skillteacher.theater_trainer_spawner	healing.canhealshock|0|1|portalProperty.crc|0|1340449948|trainer|0|1|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
object/cell/cell.iff	7	0	0	0	1	0	0	0		$|
object/cell/cell.iff	8	0	0	0	1	0	0	0		$|
object/cell/cell.iff	9	0	0	0	1	0	0	0		$|
object/cell/cell.iff	10	0	0	0	1	0	0	0		$|
object/building/taanab/guild_university_taanab_style_01.iff	0	13537.5	74.3332	3769.87	-0.0142256	0	0.999898	0	planet_map.map_loc:npc.skillteacher.university_trainer_spawner	portalProperty.crc|0|1689581504|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
object/cell/cell.iff	6	0	0	0	1	0	0	0	systems.crafting.station_cell	$|
object/cell/cell.iff	7	0	0	0	1	0	0	0	systems.crafting.station_cell	$|
object/cell/cell.iff	8	0	0	0	1	0	0	0	systems.crafting.station_cell	$|
object/cell/cell.iff	9	0	0	0	1	0	0	0	systems.crafting.station_cell	$|
object/building/taanab/hospital_taanab.iff	0	13442.7	74.9911	3679.23	0.707106	0	0.707107	0	planet_map.map_loc:npc.skillteacher.hospital_trainer_spawner:structure.municipal.hospital:systems.elevator.hospital_elevators	alreadySpawned|0|1|healing.canhealwound|0|1|portalProperty.crc|0|1673057872|terminal1|6|93000399|terminal3|6|93000408|terminal4|6|93000411|terminal6|6|93000420|terminalA1|6|93000402|terminalA2|6|93000405|terminalB1|6|93000414|terminalB2|6|93000417|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
object/cell/cell.iff	7	0	0	0	1	0	0	0		$|
object/cell/cell.iff	8	0	0	0	1	0	0	0		$|
object/cell/cell.iff	9	0	0	0	1	0	0	0		$|
object/cell/cell.iff	10	0	0	0	1	0	0	0		$|
object/cell/cell.iff	11	0	0	0	1	0	0	0		$|
object/cell/cell.iff	12	0	0	0	1	0	0	0		$|
object/cell/cell.iff	13	0	0	0	1	0	0	0	systems.elevator.button_check	$|
object/cell/cell.iff	14	0	0	0	1	0	0	0	systems.elevator.button_check_2	$|
object/building/taanab/ply_corl_house_lg_s01_fp1.iff	0	13539.8	75.1367	3807.47	0.728272	0	-0.685288	0		portalProperty.crc|0|-1839076335|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
object/cell/cell.iff	7	0	0	0	1	0	0	0		$|
object/cell/cell.iff	8	0	0	0	1	0	0	0		$|
object/cell/cell.iff	9	0	0	0	1	0	0	0		$|
object/cell/cell.iff	10	0	0	0	1	0	0	0		$|
object/cell/cell.iff	11	0	0	0	1	0	0	0		$|
object/cell/cell.iff	12	0	0	0	1	0	0	0		$|
object/cell/cell.iff	13	0	0	0	1	0	0	0		$|
object/building/taanab/ply_corl_house_m_s01_fp1.iff	0	13324.4	74.737	3837.71	0.972142	0	0.234391	0		portalProperty.crc|0|1374805460|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
