shared_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	radius	portal_layout_crc
object/cell/shared_cell.iff	13	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	14	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	15	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	16	0	0	0	1	0	0	0	0	0
object/building/corellia/shared_cantina_corellia.iff	0	13146	75	3598	-0.707107	0	0.707107	0	512	-1192614423
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	3	0	0	0	1	0	0	0	0	0
object/tangible/furniture/modern/shared_rug_sqr_m_s01.iff	3	23.4128	-0.894993	1.49245	0	0	1	0	50	0
object/cell/shared_cell.iff	4	0	0	0	1	0	0	0	0	0
object/tangible/furniture/modern/shared_couch_modern_style_01.iff	4	24.0136	-0.894996	-15.4921	0	0	1	0	50	0
object/tangible/furniture/modern/shared_couch_modern_style_01.iff	4	24.1169	-0.894996	-18.4897	0.999946	0	-0.0103984	0	50	0
object/tangible/furniture/modern/shared_couch_modern_style_01.iff	4	19.1249	-0.894997	-17.332	-0.707106	0	0.707108	0	50	0
object/tangible/furniture/modern/shared_couch_modern_style_01.iff	4	16.5301	-0.894996	-17.3562	0.707109	0	0.707104	0	50	0
object/tangible/furniture/modern/shared_table_modern_style_01.iff	4	24.3554	-0.894996	-17.0832	-0.382683	0	0.92388	0	50	0
object/tangible/furniture/modern/shared_table_modern_style_01.iff	4	17.8715	-0.894997	-17.3677	2.95028e-07	0	1	0	50	0
object/cell/shared_cell.iff	5	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	6	0	0	0	1	0	0	0	0	0
object/tangible/furniture/modern/shared_chair_modern_style_01.iff	6	10.6633	-0.817696	-17.4975	-0.228365	0	0.973576	0	50	0
object/tangible/furniture/modern/shared_chair_modern_style_01.iff	6	1.208	-0.899994	-15.3613	0.417233	0	0.9088	0	50	0
object/tangible/furniture/modern/shared_chair_modern_style_01.iff	6	2.25097	-0.899994	-14.8687	-0.0345944	0	0.999401	0	50	0
object/tangible/furniture/modern/shared_chair_modern_style_01.iff	6	1.05663	-0.899994	-16.3472	0.84969	0	0.527282	0	50	0
object/tangible/furniture/modern/shared_chair_modern_style_01.iff	6	8.86323	-0.817696	-18.8428	0.648033	0	0.761612	0	50	0
object/tangible/furniture/modern/shared_chair_modern_style_01.iff	6	9.34645	-0.817696	-17.8647	0.443948	0	0.896052	0	50	0
object/tangible/furniture/modern/shared_table_modern_style_01.iff	6	2.21093	-0.899994	-15.9229	0	0	1	0	50	0
object/tangible/furniture/modern/shared_table_modern_style_01.iff	6	10.2293	-0.894991	-18.7082	0.976977	0	-0.213347	0	50	0
object/tangible/furniture/modern/shared_table_modern_style_01.iff	6	8.02383	-0.894992	-15.0894	0.751544	0	-0.659683	0	50	0
object/tangible/furniture/modern/shared_chair_modern_style_01.iff	6	9.15123	-0.817698	-14.5351	-0.548023	0	0.836463	0	50	0
object/tangible/furniture/modern/shared_chair_modern_style_01.iff	6	6.84045	-0.817698	-15.3893	0.822276	0	0.569089	0	50	0
object/tangible/furniture/modern/shared_chair_modern_style_01.iff	6	8.43229	-0.817698	-15.9327	0.969011	0	-0.247018	0	50	0
object/cell/shared_cell.iff	7	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	8	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	9	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	10	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	11	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	12	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	13	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	14	0	0	0	1	0	0	0	0	0
object/mobile/shared_tt8l.iff	14	-34.8194	0.10501	-25.3286	0.998488	0	0.0549616	0	96	0
object/mobile/shared_toydarian_m.iff	14	-33.7628	0.10501	-24.3048	0.0343436	0	0.99941	0	96	0
object/mobile/shared_tabage.iff	14	-34.125	0.10501	-24.2499	0.23907	0	0.971003	0	96	0
object/cell/shared_cell.iff	15	0	0	0	1	0	0	0	0	0
object/building/corellia/shared_cloning_corellia.iff	0	13124	74.9963	3834	0.382683	0	0.92388	0	512	-1072518653
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	3	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	4	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	5	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	6	0	0	0	1	0	0	0	0	0
object/building/corellia/shared_hospital_corellia_s02.iff	0	13304	74.8701	3648	1	0	0	0	512	1119574905
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	3	0	0	0	1	0	0	0	0	0
object/building/general/shared_bunker_legacy_swoop_gang.iff	0	13125.2	74.9997	3537.56	0.712068	0	0.702108	0	512	-2110228375
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	3	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	4	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	5	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	6	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	7	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	8	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	9	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	10	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	11	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	12	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	13	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	14	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	15	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	16	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	17	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	18	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	19	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	20	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	21	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	22	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	23	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	24	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	25	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	26	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	27	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	28	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	29	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	30	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	31	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	32	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	33	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	34	0	0	0	1	0	0	0	0	0
object/building/corellia/shared_ply_corl_house_s_s02_fp1.iff	0	13210.9	74.4211	3695.44	0.382683	0	0.92388	0	512	1233848266
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/tangible/furniture/modern/shared_searchable_desk_02.iff	1	-3.08414	0.625	2.79694	0.382683	0	0.92388	0	50	0
object/static/item/shared_item_chair_metal_wheeled_01.iff	1	-2.12039	0.625	1.76427	0.92388	0	-0.382683	0	32	0
object/static/item/shared_item_medic_bacta_tank.iff	1	-5.32047	0.625	1.0856	0.939373	0	0.342898	0	32	0
object/static/item/shared_item_medic_bacta_tank.iff	1	-5.80195	0.625	1.54906	0.92388	0	0.382683	0	32	0
object/static/item/shared_item_medic_bacta_tank_advanced.iff	1	-6.23704	0.625	2.15154	0.382683	0	0.92388	0	32	0
object/static/item/shared_item_gas_spout.iff	1	-6.16821	1.86936	2.42566	1	0	0	0	32	0
object/static/item/shared_item_chemical_container_lg.iff	1	-6.27755	0.625	3.37039	0.997189	0	0.0749297	0	32	0
object/static/item/shared_item_chemical_container_lg.iff	1	-6.29161	0.625	4.3981	0.992198	0	-0.124675	0	32	0
object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
object/static/item/shared_item_container_installation.iff	2	3.48116	0.625	6.25483	-0.707107	0	0.707107	0	32	0
object/static/item/shared_item_container_installation.iff	2	3.52673	2.67148	6.17322	0.707109	0	-0.707105	0	32	0
object/static/item/shared_item_container_installation.iff	2	3.51557	1.97844	6.18014	0.707111	0	-0.707102	0	32	0
object/static/item/shared_item_container_installation.iff	2	3.4979	1.28659	6.20614	0.707111	0	-0.707102	0	32	0
object/static/item/shared_item_container_inorganic_chemicals.iff	2	4.89629	0.625	4.93232	0.261909	0	0.965092	0	32	0
object/static/item/shared_item_container_inorganic_chemicals.iff	2	6.02336	0.625	4.97747	0.927808	0	0.373058	0	32	0
object/static/item/shared_item_container_inorganic_minerals.iff	2	5.59963	0.625	1.84689	0.92388	0	0.382683	0	32	0
object/static/item/shared_item_container_energy_solid.iff	2	5.96845	1.50556	2.13945	1	0	0	0	32	0
object/static/item/shared_item_container_organic_hide.iff	2	6.52857	0.625	4.23703	1	0	0	0	32	0
object/static/item/shared_item_container_organic_structure.iff	2	5207.84	74.8327	-4316.02	1	0	0	0	32	0
object/static/item/shared_item_container_organic_structure.iff	2	5.3625	0.625	5.81363	0.867819	0	0.49688	0	32	0
object/static/item/shared_item_container_energy_liquid.iff	2	6.55363	0.625	3.57847	1	0	0	0	32	0
object/static/item/shared_item_container_energy_liquid.iff	2	6.55026	0.625	3.20019	0.853309	0	-0.521405	0	32	0
object/static/item/shared_item_container_energy_liquid.iff	2	6.20864	0.625	3.41321	0.808262	0	0.588823	0	32	0
object/static/item/shared_item_container_energy_liquid.iff	2	6.7916	0.625	3.39196	0.808262	0	0.588823	0	32	0
object/static/item/shared_item_container_energy_liquid.iff	2	6.26168	0.625	3.10804	0.808262	0	0.588823	0	32	0
object/cell/shared_cell.iff	3	0	0	0	1	0	0	0	0	0
object/static/structure/general/shared_old_safe.iff	3	-0.880748	0.624994	0.200794	1	0	0	0	32	0
object/static/structure/general/shared_data_terminal_wall_s1.iff	3	-0.0177513	0.624993	-0.096261	0	0	1	0	200	0
object/static/structure/general/shared_old_safe.iff	3	-0.0642365	0.624993	0.20203	1	0	0	0	32	0
object/static/structure/general/shared_old_safe.iff	3	0.738358	0.624992	0.177103	1	0	0	0	32	0
object/static/item/shared_item_chair_metal_wheeled_01.iff	3	-3.82329	0.624997	-3.69606	0.70711	0	0.707103	0	32	0
object/static/item/shared_item_tapestry_tatooine.iff	3	-4.96664	1.08695	-5.49205	1	0	0	0	32	0
object/static/item/shared_item_chair_metal_s1.iff	3	-2.18796	0.624996	-2.7637	-0.382683	0	0.92388	0	32	0
object/static/item/shared_item_chair_metal_s1.iff	3	-2.20836	0.624997	-4.61701	0.92388	0	-0.382683	0	32	0
object/static/worldbuilding/furniture/shared_professor_desk.iff	3	3.41262	2.24755	-7.18	0	0	0.707107	0.707107	32	0
object/static/creature/shared_droids_le_repair.iff	3	3.9462	0.624992	-5.29315	0	0	1	0	200	0
object/static/item/shared_item_cage_bamboo.iff	3	1.99137	0.624994	-6.64629	0.70711	0	-0.707103	0	32	0
object/static/creature/shared_corellia_durni.iff	3	1.98924	0.703712	-6.81929	1	0	0	0	200	0
object/static/creature/shared_corellia_durni.iff	3	1.22189	0.703714	-6.76074	1	0	0	0	200	0
object/static/item/shared_item_cage_bamboo.iff	3	1.2239	0.624994	-6.58808	0.707111	0	-0.707102	0	32	0
object/static/creature/shared_corellia_durni.iff	3	1.60949	1.36946	-6.79717	1	0	0	0	200	0
object/static/item/shared_item_cage_bamboo.iff	3	1.61164	1.29074	-6.62416	0.707111	0	-0.707102	0	32	0
object/static/creature/shared_droids_r2_waiter.iff	3	-5.38437	0.624999	-5.90515	0.92388	0	0.382683	0	200	0
object/tangible/furniture/modern/shared_searchable_desk_02.iff	3	-2.76854	0.624998	-3.6331	-0.707107	0	0.707107	0	50	0
object/static/item/shared_item_camera.iff	3	-2.73274	1.11287	-2.66251	0.707105	0	0.707108	0	32	0
object/static/item/shared_item_camera.iff	3	-2.74508	1.10213	-4.59551	0.707105	0	0.707107	0	32	0
object/static/item/shared_item_shisha.iff	3	-2.91361	1.35581	-4.4917	1	0	0	0	32	0
object/building/corellia/shared_association_hall_civilian_corellia.iff	0	13089.2	75	3686.14	0.717912	0	0.696134	0	512	-1064564048
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	3	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	4	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	5	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	6	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	7	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	8	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	9	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	10	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	11	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	12	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	13	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	14	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	15	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	16	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	17	0	0	0	1	0	0	0	0	0
object/building/corellia/shared_merchant_tent_corellia_s01.iff	0	13021.2	74.9998	3614.12	0.346843	0	0.937923	0	512	-1028664474
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/building/military/shared_outpost_shed_s05.iff	0	13108	75.2369	3795	0.368782	0	0.929516	0	512	1376564094
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	3	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	4	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	5	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	6	0	0	0	1	0	0	0	0	0
object/building/military/shared_pirate_outpost.iff	0	13162	75	3851	0.388684	0	0.921371	0	512	1376564094
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	3	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	4	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	5	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	6	0	0	0	1	0	0	0	0	0
object/building/corellia/shared_merchant_tent_corellia_s01.iff	0	13028.9	74.9999	3615.12	-0.0607592	0	0.998152	0	512	-1028664474
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/building/corellia/shared_merchant_tent_corellia_s01.iff	0	13036.4	75	3610.64	-0.390151	0	0.92075	0	512	-1028664474
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/building/corellia/shared_merchant_tent_corellia_s01.iff	0	13041.9	75	3615.98	0.212569	0	0.977145	0	512	-1028664474
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/building/corellia/shared_merchant_tent_corellia_s01.iff	0	13050	75	3615.83	-0.248175	0	0.968714	0	512	-1028664474
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/building/corellia/shared_merchant_tent_corellia_s01.iff	0	13018.6	74.9998	3599.46	0.99875	0	-0.049979	0	512	-1028664474
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/building/corellia/shared_merchant_tent_corellia_s01.iff	0	13034.6	74.9999	3599.08	0.885417	0	-0.464798	0	512	-1028664474
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/building/corellia/shared_merchant_tent_corellia_s01.iff	0	13025.8	74.9998	3596.28	0.999388	0	-0.0349925	0	512	-1028664474
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/building/corellia/shared_merchant_tent_corellia_s01.iff	0	13042.7	74.9999	3598.88	0.955337	0	-0.295519	0	512	-1028664474
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/building/corellia/shared_merchant_tent_corellia_s01.iff	0	13054.5	75	3609.77	-0.621609	0	0.783327	0	512	-1028664474
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/building/corellia/shared_merchant_tent_corellia_s01.iff	0	13011.4	74.9994	3603.29	0.84906	0	0.528297	0	512	-1028664474
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/building/corellia/shared_merchant_tent_corellia_s01.iff	0	13013	74.9998	3614.44	0.163466	0	0.986548	0	512	-1028664474
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/building/corellia/shared_merchant_tent_corellia_s01.iff	0	13050.5	75	3598.18	0.971338	0	-0.237702	0	512	-1028664474
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/building/corellia/shared_guild_combat_corellia_style_01.iff	0	13385.3	72.6407	3533.41	0.999987	0	-0.00499986	0	512	1754081663
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	3	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	4	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	5	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	6	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	7	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	8	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	9	0	0	0	1	0	0	0	0	0
object/building/corellia/shared_ply_corl_house_s_s01_fp2.iff	0	11803	34.7581	4512.43	0.965093	0	-0.261909	0	512	-1387612462
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	3	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	4	0	0	0	1	0	0	0	0	0
object/building/corellia/shared_guild_theater_corellia_s01.iff	0	13020.2	74.7667	3746.44	0.70711	0	-0.707103	0	512	1340449948
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	3	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	4	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	5	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	6	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	7	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	8	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	9	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	10	0	0	0	1	0	0	0	0	0
object/building/corellia/shared_guild_university_corellia_style_01.iff	0	13537.5	75.0133	3769.87	-0.0142256	0	0.999898	0	512	1689581504
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	3	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	4	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	5	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	6	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	7	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	8	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	9	0	0	0	1	0	0	0	0	0
object/building/corellia/shared_hospital_corellia.iff	0	13567.5	75.0589	3654.5	1	0	0	0	512	1673057872
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	3	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	4	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	5	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	6	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	7	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	8	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	9	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	10	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	11	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	12	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	13	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	14	0	0	0	1	0	0	0	0	0
object/building/corellia/shared_ply_corl_house_lg_s01_fp1.iff	0	13539.8	75.1367	3807.47	0.728272	0	-0.685288	0	512	-1839076335
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	3	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	4	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	5	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	6	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	7	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	8	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	9	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	10	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	11	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	12	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	13	0	0	0	1	0	0	0	0	0
object/building/corellia/shared_ply_corl_house_m_s01_fp1.iff	0	13324.4	74.737	3837.71	0.972142	0	0.234391	0	512	1374805460
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	3	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	4	0	0	0	1	0	0	0	0	0
object/building/corellia/shared_ply_corl_house_s_s01_fp1.iff	0	13538.9	74.745	3837.1	-0.685868	0	0.727726	0	512	1108461237
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	3	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	4	0	0	0	1	0	0	0	0	0
object/building/corellia/shared_ply_corl_house_s_s02_fp1.iff	0	13483.9	74.6997	3908.21	-0.310577	0	0.950548	0	512	1233848266
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	3	0	0	0	1	0	0	0	0	0
object/building/player/shared_player_house_tcg_relaxation_pool.iff	0	13605.7	74.9176	3696.11	0.709804	0	-0.704397	0	512	-1451071247
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/building/player/shared_player_house_tcg_vehicle_garage.iff	0	13190	76.0731	3472	0.707108	0	-0.707105	0	512	776313489
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
object/building/player/shared_player_house_jedi_meditation_room.iff	0	13352.2	74.0362	3705.15	-0.00920344	0	0.999958	0	512	1713450467
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/building/player/city/shared_theater_corellia.iff	0	13522.4	82.2074	3872.58	-0.228753	0	0.973484	0	512	-1132434285
object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
object/building/player/shared_player_house_sith_meditation_room.iff	0	13352.1	74.0386	3533.8	1	0	0	0	512	-1596830310
